Sr_No,Date,Startup_Name,Industry_Vertical,City,Investors_Name,InvestmentnType,Amount_in_USD
824,07/11/2017,DocTalk,Technology,Mumbai,Khosla Ventures,Private Equity,5000000.0
825,07/11/2017,CoveIoT,Technology,Bangalore,Titan Co Ltd,Private Equity,5000000.0
826,07/11/2017,CoveIoT,Technology,Bangalore,Tata Groups watch  jewellery retailing firm,Private Equity,5000000.0
827,08/11/2017,TalentEdge,Technology,Bangalore,Lumis Partners,Private Equity,7600000.0
828,08/11/2017,Fisdom,Finance,Bangalore,Quona Capital Management,Private Equity,3000000.0
829,08/11/2017,FarmLink,eCommerce,Mumbai,Pioneering Ventures,Private Equity,3000000.0
830,08/11/2017,FarmLink,eCommerce,Mumbai,Syngenta AG,Private Equity,3000000.0
831,08/11/2017,OpenApp,Technology,Bangalore,Axilor Ventures,Private Equity,3600000.0
832,08/11/2017,OpenApp,Technology,Bangalore,Kumar Vembu,Private Equity,3600000.0
833,09/11/2017,NoPaperForms,Technology,Delhi,Info Edge,Seed Funding,872000.0
834,09/11/2017,Tilite Technologies Pvt. Ltd,Technology,Bangalore,Matrix Partners,Seed Funding,0.0
835,09/11/2017,Mobiliz AR,Technology,Bangalore,IDG Ventures,Private Equity,0.0
836,09/11/2017,Mobiliz AR,Technology,Bangalore,IDFC-Parampara Fund,Private Equity,0.0
837,10/11/2017,Qubole,Technology,Bangalore,Singtel,Private Equity,25000000.0
838,10/11/2017,Qubole,Technology,Bangalore,Innov8,Private Equity,25000000.0
839,10/11/2017,Qubole,Technology,Bangalore,Harmony Partners,Private Equity,25000000.0
840,10/11/2017,Happily Unmarried,ECommerce,New Delhi,Wipro Consumer Care,Private Equity,0.0
841,13/11/2017,Universal Sportsbiz Pvt. Ltd,ECommerce,Mumbai,Accel Partners,PrivateEquity,15000000.0
842,14/11/2017,Hungry Foal,Ecommerce,Gurgaon,GAIL India Ltd,Seed Funding,0.0
843,14/11/2017,Active AI,Technology,Bangalore,Vertex Ventures,Private Equity,8250000.0
844,15/11/2017,Sumeru,Technology,Bangalore,Undisclosed Investors,Seed Funding,900000.0
845,15/11/2017,ElderAid Wellness,Health Care,Bangalore,Rugmini Menon,Angel Funding,0.0
846,15/11/2017,Omnia Information,Technology,Delhi,Omidyar Network,Private Equity,3000000.0
847,15/11/2017,Josh Talks,Inspiration,Gurgaon,Girish Mathrubootham,Private Equity,0.0
848,15/11/2017,Josh Talks,Inspiration,Gurgaon,Apurva Chamaria,Private Equity,0.0
849,15/11/2017,Josh Talks,Inspiration,Gurgaon,Rohit Chanana,Private Equity,0.0
850,15/11/2017,Reniso,Technology,New Delhi,Nishit Sharma,Seed Funding,0.0
851,15/11/2017,Reniso,Technology,New Delhi,Alok Srivastava,Seed Funding,0.0
852,17/11/2017,Kanhaiya,Inspiration,Hyderabad,Undisclosed Investors,Seed/Angel Funding,200000.0
853,17/11/2017,Perspectico,Technology,Delhi,SSCBS Innovation,Seed/Angel Funding,0.0
854,17/11/2017,Perspectico,Technology,Delhi,Incubation Foundation (SIIF),Seed/Angel Funding,0.0
855,20/11/2017,ONN Bikes,Technology,Mumbai,Z Nation Lab,Seed/Angel Funding,692000.0
856,21/11/2017,Rapido,Technology,Hyderabad,Skycatcher Fund,Seed/Angel Funding,329230.0
857,21/11/2017,Rapido,Technology,Hyderabad,Aravind Sanka,Seed/Angel Funding,329230.0
858,21/11/2017,Heckyl,Technology,Mumbai,Notion Capital,Private Equity,2700000.0
859,21/11/2017,Heckyl,Technology,Mumbai,IDG Ventures,Private Equity,2700000.0
860,21/11/2017,Nuvepro,Technology,Mumbai,1Crowd,Seed/Angel Funding,400000.0
861,21/11/2017,RedBook,Technology,Mumbai,Vida Ventures,Seed/Angel Funding,250000.0
862,21/11/2017,RedBook,Technology,Mumbai,Dr. Aniruddha Malpani,Seed/Angel Funding,250000.0
863,21/11/2017,Portea,Healthcare,Bangalore,Sabre Partners,Private Equity,26000000.0
864,21/11/2017,Portea,Healthcare,Bangalore,MEMG CDC,Private Equity,26000000.0
865,21/11/2017,Credit Mate,Technology,Mumbai,Paytm,Private Equity,0.0
866,21/11/2017,Epiq Capital,Finance,Mumbai,Global Institutional Investors,Private Equity,200000000.0
867,22/11/2017,MiStay,Technology,Bangalore,Axilor Ventures,Seed/Angel Funding,0.0
868,23/11/2017,WittyFeed,Storytelling,Indore,Sandeep Aggarwal,Seed/Angel Funding,0.0
869,24/11/2017,IDG Ventures,Finance,Bangalore,Uniliver Ventures,Private Equity,10000000.0
870,24/11/2017,TempGo,Technology,Goa,Javelin StartupO Victory Fund,Seed/Angel Funding,250000.0
871,27/11/2017,Edelweiss,Finance,Mumbai,Undisclosed investors,Private Equity,270000000.0
872,27/11/2017,ERA,Technology,Mumbai,Amit Patni,Seed/Angel Funding,39000.0
873,27/11/2017,Smaaash,Technology,Mumbai,Sixth Sense Ventures,Private Equity,3800000.0
874,28/11/2017,Chumbak,Lifestyle,Bangalore,Gaja Capital,Private Equity,13000000.0
875,28/11/2017,FR8,Technology,Chennai,IFMR Capital,Debt Funding,1500000.0
876,28/11/2017,MobieFit,Healthcare,Goa,NB Ventures,Seed/Angel Funding,1350000.0
877,28/11/2017,MobieFit,Healthcare,Goa,MediAssist,Seed/Angel Funding,1350000.0
878,28/11/2017,Stanza Living,Technology,Delhi,Matrix PArtners,Private Equity,2000000.0
879,28/11/2017,Stanza Living,Technology,Delhi,Accel,Private Equity,2000000.0
880,03/10/2017,ChqBook,Consumer Internet,Gurgaon,Startup Buddy,Seed Funding,0.0
881,03/10/2017,ChqBook,Consumer Internet,Gurgaon,Apurva Chamaria,Seed Funding,0.0
882,03/10/2017,ChqBook,Consumer Internet,Gurgaon,Sachin Arora,Seed Funding,0.0
883,03/10/2017,ChqBook,Consumer Internet,Gurgaon,Bharat Gupta,Seed Funding,0.0
884,03/10/2017,ChqBook,Consumer Internet,Gurgaon,Amit Manocha,Seed Funding,0.0
885,03/10/2017,HomeCapital,Consumer Internet,Mumbai,Venture Catalysts,Seed Funding,0.0
886,03/10/2017,Ola Cabs,Consumer Internet,Bangalore,Tencent,Private Equity,110000000.0
887,03/10/2017,Ola Cabs,Consumer Internet,Bangalore,Softbank Group,Private Equity,110000000.0
888,04/10/2017,Elanic,Consumer Internet,Bangalore,Digital Garage,Seed Funding,0.0
889,04/10/2017,CollPoll,Consumer Internet,Bangalore,Sprout Angels,Seed Funding,306000.0
890,04/10/2017,PhonePe,Consumer Internet,Bangalore,Flipkart,Private Equity,38700000.0
891,05/10/2017,Little Black Book,Consumer Internet,New Delhi,Blume Ventures,Private Equity,1000000.0
892,05/10/2017,Little Black Book,Consumer Internet,New Delhi,IDG Ventures & Indian Angel Network,Private Equity,1000000.0
893,05/10/2017,Oorjan,Technology,Mumbai,Globevestor,Seed Funding,450000.0
894,05/10/2017,Zefo,ECommerce,Bangalore,Sequoia India,Private Equity,9200000.0
895,05/10/2017,Zefo,ECommerce,Bangalore,Helion Venture Partners,Private Equity,9200000.0
896,05/10/2017,Zefo,ECommerce,Bangalore,Beenext,Private Equity,9200000.0
897,06/10/2017,Yaantra,ECommerce,New Delhi,Carpediem Capital,Private Equity,3100000.0
898,06/10/2017,Farm Taaza,Technology,Bangalore,Epsilon Venture Partners,Private Equity,8000000.0
899,06/10/2017,Farm Taaza,Technology,Bangalore,Tara India Fund IV  others,Private Equity,8000000.0
900,06/10/2017,Drivezy,Consumer Internet,Bangalore,Das Capital,Private Equity,10000000.0
901,06/10/2017,Drivezy,Consumer Internet,Bangalore,Axan Partners,Private Equity,10000000.0
902,06/10/2017,Drivezy,Consumer Internet,Bangalore,Das Capital  IT Farm,Private Equity,10000000.0
903,06/10/2017,Slice Pay,Consumer Internet,Bangalore,Das Capital,Private Equity,2000000.0
904,06/10/2017,Slice Pay,Consumer Internet,Bangalore,Simile Ventures,Private Equity,2000000.0
905,09/10/2017,Agrowave,Technology,Gurgaon,Daffodil Software,Seed Funding,0.0
906,09/10/2017,MyGubbi,eCommerce,Bangalore,Firoze Irani,Private Equity,2700000.0
907,09/10/2017,MyGubbi,eCommerce,Bangalore,Vipul Parekh,Private Equity,2700000.0
908,09/10/2017,MyGubbi,eCommerce,Bangalore,Ananda Kallugadde,Private Equity,2700000.0
909,09/10/2017,MyGubbi,eCommerce,Bangalore,Rajesh K Murthy,Private Equity,2700000.0
910,09/10/2017,IBSFintech,Technology,Bangalore,Shailesh Haribhakti,Seed Funding,0.0
911,09/10/2017,Letsservice,Consumer Internet,Bangalore,Aequs Group,Private Equity,0.0
912,09/10/2017,OneStepUp,Technology,New Delhi,Orient BlackSwan,Seed Funding,336000.0
913,09/10/2017,ThirdWatch,Technology,Gurgaon,Rahul Agarwalla,Seed Funding,0.0
914,09/10/2017,ThirdWatch,Technology,Gurgaon,Keshav Sanghi,Seed Funding,0.0
915,09/10/2017,ThirdWatch,Technology,Gurgaon,Batlivala & Karani Securities,Seed Funding,0.0
916,10/10/2017,Parallel Dots,Technology,Gurgaon,Multipoint Capital,Private Equity,1400000.0
918,10/10/2017,Easy Diner,Consumer Internet,Gurgaon,Saama Capital  DSG Consumer Partners,Private Equity,4500000.0
919,11/10/2017,Meesho,ECommerce,Bangalore,SAIF Partners,Private Equity,3100000.0
920,11/10/2017,Meesho,ECommerce,Bangalore,YCombinator,Private Equity,3100000.0
921,11/10/2017,Meesho,ECommerce,Bangalore,Venture Highway,Private Equity,3100000.0
922,11/10/2017,StanPlus,Logistics,Hyderabad,KStart Capital,Private Equity,1100000.0
923,12/10/2017,UCLID,Technology,Hyderabad,Undisclosed investors,Seed Funding,235000.0
924,13/10/2017,Policy Bazaar,Consumer Internet,Gurgaon,Wellington Management,Private Equity,77000000.0
925,13/10/2017,Policy Bazaar,Consumer Internet,Gurgaon,DG Ventures India,Private Equity,77000000.0
926,13/10/2017,Policy Bazaar,Consumer Internet,Gurgaon,True North,Private Equity,77000000.0
927,13/10/2017,Gapoon,Consumer Internet,Bangalore,Vida Ventures,Seed Funding,250000.0
928,13/10/2017,Gapoon,Consumer Internet,Bangalore,Snehal Mantri,Seed Funding,250000.0
929,13/10/2017,Gapoon,Consumer Internet,Bangalore,Anshu Bahadur,Seed Funding,250000.0
930,13/10/2017,Chaayos,eCommerce,Gurgaon,Tiger Global Management,Private Equity,2000000.0
931,16/10/2017,KrazyBee,Consumer Internet,Bangalore,Xiaomi Technologies,Private Equity,8000000.0
932,16/10/2017,KrazyBee,Consumer Internet,Bangalore,Shunwei Capital,Private Equity,8000000.0
933,16/10/2017,Renew Buy,Consumer Internet,New Delhi,Amicus Capital,Private Equity,9200000.0
934,17/10/2017,Fingerlix,Consumer Internet,Bangalore,Accel Partners,Private Equity,7000000.0
935,17/10/2017,Fingerlix,Consumer Internet,Bangalore,Zephyr Peacock,Private Equity,7000000.0
936,18/10/2017,Bank Bazaar,Consumer Internet,Chennai,Experian,Private Equity,7000000.0
937,18/10/2017,Hasura,Technology,Chennai,Nexus,Private Equity,0.0
938,18/10/2017,Hasura,Technology,Chennai,GREE Ventures,Private Equity,0.0
939,18/10/2017,BlackBuck,Logistics,Bangalore,Innoven Capital,Private Equity,7700000.0
940,18/10/2017,LenDen Club,Consumer Internet,Mumbai,Undisclosed Investor,Seed Funding,500000.0
941,23/10/2017,Toppr,Consumer Internet,Mumbai,SAIF Partners,Private Equity,7000000.0
942,23/10/2017,Toppr,Consumer Internet,Mumbai,Helion Ventures,Private Equity,7000000.0
943,23/10/2017,Toppr,Consumer Internet,Mumbai,FIL Capital Management,Private Equity,7000000.0
944,23/10/2017,RAW Pressery,Food & Beverage,Mumbai,DSG Consumer Partners,Private Equity,6000000.0
945,23/10/2017,RAW Pressery,Food & Beverage,Mumbai,Sequoia Capital,Private Equity,6000000.0
946,23/10/2017,RAW Pressery,Food & Beverage,Mumbai,Saama Capital,Private Equity,6000000.0
947,23/10/2017,Cashe,Consumer Internet,Mumbai,IFMR Capital,Debt Funding,3100000.0
948,23/10/2017,Park Easy,Consumer Internet,Kolkata,Rockstart Accelerator,Seed Funding,118000.0
949,24/10/2017,TagBox,Technology,Bangalore,Indian Angel network,Seed Funding,0.0
950,24/10/2017,TagBox,Technology,Bangalore,IAN Fund,Seed Funding,0.0
951,24/10/2017,FYRE,Food & Beverage,Mumbai,Venture Catalysts,Seed Funding,500000.0
952,24/10/2017,ZipLoan,Consumer Internet,New Delhi,Matrix Partners India,Private Equity,3000000.0
953,24/10/2017,ZipLoan,Consumer Internet,New Delhi,WaterBridge Ventures,Private Equity,3000000.0
954,24/10/2017,ZipLoan,Consumer Internet,New Delhi,Whiteboard Capital,Private Equity,3000000.0
955,24/10/2017,ZipLoan,Consumer Internet,New Delhi,Sarbvir Singh,Private Equity,3000000.0
956,24/10/2017,Skillenza,Consumer Internet,Bangalore,Blume Ventures,Seed Funding,722000.0
957,24/10/2017,Skillenza,Consumer Internet,Bangalore,Indian Angel Network,Seed Funding,722000.0
958,24/10/2017,Chevon,Food & Beverage,Mumbai,Greenfield Advisory,Private Equity,0.0
959,25/10/2017,PropStory,Consumer Internet,Gurgaon,Abhishek Bhatewara,Seed Funding,0.0
960,25/10/2017,PropStory,Consumer Internet,Gurgaon,Vivek Shah,Seed Funding,0.0
961,25/10/2017,PropStory,Consumer Internet,Gurgaon,Haitong Securities,Seed Funding,0.0
962,25/10/2017,PropStory,Consumer Internet,Gurgaon,Suraj Saharan,Seed Funding,0.0
963,25/10/2017,PropStory,Consumer Internet,Gurgaon,Paras Arora,Seed Funding,0.0
964,25/10/2017,SpotDraft,Consumer Internet,Gurgaon,Hunch Ventures,Seed Funding,550000.0
965,25/10/2017,SpotDraft,Consumer Internet,Gurgaon,Spiral Ventures,Seed Funding,550000.0
966,25/10/2017,SpotDraft,Consumer Internet,Gurgaon,500 Startups,Seed Funding,550000.0
967,25/10/2017,SpotDraft,Consumer Internet,Gurgaon,Singapore Angel Network,Seed Funding,550000.0
968,25/10/2017,SpotDraft,Consumer Internet,Gurgaon,Citrus Payments,Seed Funding,550000.0
969,26/10/2017,Big Basket,eCommerce,Bangalore,Helion Ventures Partners,Private Equity,5000000.0
970,27/10/2017,OfBusiness,Technology,Gurgaon,Kotak Mahindra Bank,Debt Funding,3800000.0
971,27/10/2017,Olly Credit,Technology,New Delhi,Incubate Fund,Seed Funding,0.0
972,27/10/2017,Olly Credit,Technology,New Delhi,Sandesh Kirkire,Seed Funding,0.0
973,27/10/2017,Olly Credit,Technology,New Delhi,Anand Kumar,Seed Funding,0.0
974,27/10/2017,Olly Credit,Technology,New Delhi,Yogesh Chaudhary,Seed Funding,0.0
975,28/10/2017,CashFree,Technology,New Delhi,Y Combinator,Seed Funding,120000.0
976,28/10/2017,Ola Cabs,Consumer Internet,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,7700000.0
977,30/10/2017,GoldFarm,Food & Beverage,Coimbatore,Mahindra & Mahindra  Infuse Ventures,Private Equity,2000000.0
978,31/10/2017,NetMeds,ECommerce,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,14000000.0
979,31/10/2017,MSE,Finance,Mumbai,IL&FS,Private Equity,32000000.0
980,31/10/2017,MSE,Finance,Mumbai,Trust Capital,Private Equity,32000000.0
981,31/10/2017,MSE,Finance,Mumbai,Rosy Blue Securities,Private Equity,32000000.0
982,31/10/2017,MSE,Finance,Mumbai,Radhakrishan Damani  Rakesh Jhunjhunwala,Private Equity,32000000.0
983,01/09/2017,Aahaa Stores,eCommece,Chennai,YourNest Angel Fund,Private Equity,1000000.0
984,01/09/2017,MFine,Consumer Internet,Bangalore,Stellaris Venture Partners,Private Equity,1500000.0
985,01/09/2017,MFine,Consumer Internet,Bangalore,Mayur Abhaya,Private Equity,1500000.0
986,01/09/2017,MFine,Consumer Internet,Bangalore,Rohit MA,Private Equity,1500000.0
987,01/09/2017,Canvera,Consumer Internet,Mumbai,InfoEdge,Private Equity,1300000.0
988,04/09/2017,PrimaryIO,Technology,Pune,Accel Partners,Private Equity,5600000.0
989,04/09/2017,PrimaryIO,Technology,Pune,Exfinity Ventures,Private Equity,5600000.0
990,04/09/2017,PrimaryIO,Technology,Pune,Partech Ventures,Private Equity,5600000.0
991,05/09/2017,Shubh Loans,Consumer Internet,Bangalore,SRI Capital,Private Equity,1500000.0
992,05/09/2017,Shubh Loans,Consumer Internet,Bangalore,BeeNext,Private Equity,1500000.0
993,05/09/2017,Shubh Loans,Consumer Internet,Bangalore,Pravega Ventures,Private Equity,1500000.0
994,05/09/2017,Nest Education,Technology,Gurgaon,Michael  Susan Dell Foundation,Seed Funding,600000.0
995,05/09/2017,Nest Education,Technology,Gurgaon,Anand Mahindra,Seed Funding,600000.0
996,06/09/2017,Lending Kart,Consumer Internet,Ahmedabad,Bertelsmann India,Private Equity,10750000.0
997,06/09/2017,Lending Kart,Consumer Internet,Ahmedabad,Mayfield Capital,Private Equity,10750000.0
998,06/09/2017,Lending Kart,Consumer Internet,Ahmedabad,Saama Capital,Private Equity,10750000.0
999,06/09/2017,Lending Kart,Consumer Internet,Ahmedabad,Darrin Capital,Private Equity,10750000.0
1000,06/09/2017,GoFro,Consumer Internet,New Delhi,HIS Co. Ltd,Private Equity,10000000.0
1001,06/09/2017,GoFro,Consumer Internet,New Delhi,MakeMyTrip,Private Equity,10000000.0
1002,06/09/2017,OncoStem,Healthcare,Bangalore,Sequoia Capital India,Private Equity,6000000.0
1003,06/09/2017,OncoStem,Healthcare,Bangalore,Artiman Ventures,Private Equity,6000000.0
1004,06/09/2017,Power2SME,eCommerce,Gurgaon,International Finance Corporation (IFC),Private Equity,26000000.0
1005,06/09/2017,Power2SME,eCommerce,Gurgaon,Inventus Capital Partners,Private Equity,26000000.0
1006,06/09/2017,Power2SME,eCommerce,Gurgaon,Accel Partners,Private Equity,26000000.0
1007,06/09/2017,Power2SME,eCommerce,Gurgaon,Kalaari Capital,Private Equity,26000000.0
1008,06/09/2017,Power2SME,eCommerce,Gurgaon,Nandan Nilekani,Private Equity,26000000.0
1010,07/09/2017,Credit Vidya,Consumer Internet,Mumbai,Matrix Partners,Private Equity,5000000.0
1011,07/09/2017,Tails Life,Consumer Internet,Bangalore,V Balakrishnan.,Private Equity,0.0
1012,07/09/2017,OYO Rooms,Consumer Internet,Gurgaon,SoftBank Group,Private Equity,250000000.0
1013,07/09/2017,OYO Rooms,Consumer Internet,Gurgaon,Sequoia Capital India,Private Equity,250000000.0
1014,07/09/2017,OYO Rooms,Consumer Internet,Gurgaon,Lightspeed Venture Partners,Private Equity,250000000.0
1015,07/09/2017,OYO Rooms,Consumer Internet,Gurgaon,Greenoaks Capital,Private Equity,250000000.0
1016,07/09/2017,OYO Rooms,Consumer Internet,Gurgaon,Hero Enterprise,Private Equity,250000000.0
1017,07/09/2017,Early Salary,Consumer Internet,Pune,IFMR Capital,Debt Funding,780000.0
1018,07/09/2017,MamaEarth,eCommerce,Gurgaon,Fireside Ventures,Seed Funding,0.0
1019,07/09/2017,Seniority,eCommerce,Pune,RPG Enterprises,Private Equity,1000000.0
1020,08/09/2017,AYE Finance,Consumer Internet,New Delhi,Triodos Investment Management,Debt Funding,6900000.0
1022,08/09/2017,Farmizen,Technology,Bangalore,Venture Highway,Seed Funding,0.0
1023,08/09/2017,Farmizen,Technology,Bangalore,Alok Mittal,Seed Funding,0.0
1024,08/09/2017,Farmizen,Technology,Bangalore,Mohit Agarwal,Seed Funding,0.0
1025,08/09/2017,Farmizen,Technology,Bangalore,Anuj Gupta,Seed Funding,0.0
1027,11/09/2017,Ecom Express,Logistics,New Delhi,Warburg Pincus,Private Equity,30000000.0
1028,11/09/2017,Call Health,Consumer Internet,Hyderabad,Sachin Tendulkar,Private Equity,6200000.0
1029,11/09/2017,Call Health,Consumer Internet,Hyderabad,P.V SIndhu,Private Equity,6200000.0
1030,11/09/2017,Call Health,Consumer Internet,Hyderabad,Pullela Gopichand,Private Equity,6200000.0
1031,12/09/2017,Sattviko,eCommerce,New Delhi,Raman Roy,Seed Funding,0.0
1032,12/09/2017,Sattviko,eCommerce,New Delhi,Arvind Uppal,Seed Funding,0.0
1033,12/09/2017,Sattviko,eCommerce,New Delhi,Sonu Bhasin,Seed Funding,0.0
1034,12/09/2017,Sattviko,eCommerce,New Delhi,G Ravishankar,Seed Funding,0.0
1035,12/09/2017,3HCare,Consumer Internet,New Delhi,Undisclosed Investor,Seed Funding,100000.0
1036,12/09/2017,Tonbo Imaging,Technology,Bangalore,WRV Capital,Private Equity,17000000.0
1037,12/09/2017,Tonbo Imaging,Technology,Bangalore,Qualcomm Ventures,Private Equity,17000000.0
1038,12/09/2017,Tonbo Imaging,Technology,Bangalore,Edelweiss Private Equity,Private Equity,17000000.0
1039,12/09/2017,Tonbo Imaging,Technology,Bangalore,Artiman Ventures,Private Equity,17000000.0
1040,12/09/2017,Get My Parking,Consumer Internet,New Delhi,IAN Fund,Private Equity,3000000.0
1041,12/09/2017,Get My Parking,Consumer Internet,New Delhi,Beenext,Private Equity,3000000.0
1042,12/09/2017,Get My Parking,Consumer Internet,New Delhi,Indian Angel Network,Private Equity,3000000.0
1043,13/09/2017,WittyFeed,Technology,Indore,Anand Chandrasekaran,Seed Funding,0.0
1044,13/09/2017,WittyFeed,Technology,Indore,Apurva Chamaria,Seed Funding,0.0
1045,13/09/2017,WittyFeed,Technology,Indore,Ritesh Malik,Seed Funding,0.0
1046,13/09/2017,WittyFeed,Technology,Indore,Ashish Toshniwal,Seed Funding,0.0
1047,13/09/2017,WittyFeed,Technology,Indore,Ajeet Khurana,Seed Funding,0.0
1048,13/09/2017,Glowroad,Consumer Internet,Bangalore,Accel Partners,Private Equity,2000000.0
1050,13/09/2017,OYO Rooms,Consumer Internet,Gurgaon,China Lodging Group,Private Equity,10000000.0
1051,13/09/2017,Unacademy,Consumer Internet,Mumbai,Sequoia Capital India,Private Equity,11500000.0
1052,13/09/2017,Unacademy,Consumer Internet,Mumbai,SAIF Partners,Private Equity,11500000.0
